1,272,111,383
2,40,65,105
3,28,47,75
4,100,71,171
5,32,37,69
6,10,10,20
7,202,105,307
8,122,51,173
9,166,80,246
10,51,22,73
11,137,58,195
12,184,27,211
13,69,65,134
14,96,44,140
15,155,80,235
16,14,17,31
17,34,38,72
18,2,5,7
19,43,16,59
20,30,23,53
21,14,54,68
22,180,50,230
23,122,35,157
24,65,71,136
25,121,110,231
26,23,34,57
27,21,29,50
28,156,66,222
29,17,78,95
30,26,4,30
31,77,47,124
32,37,20,57
33,39,35,74
34,1,2,3
35,2,7,9
36,1,7,8
37,1,5,6
38,25,69,94
39,28,38,66
40,14,27,41
41,10,19,29
42,75,44,119
43,8,22,30
44,26,31,57
45,48,15,63
46,12,8,20
47,63,41,104
48,71,14,85
49,25,39,64
50,415,69,484
51,31,28,59
52,39,30,69
53,44,61,105
54,31,43,74
55,71,43,114
56,228,84,312
57,20,9,29
58,82,56,138
59,51,17,68
60,44,16,60
61,33,16,49
62,38,62,100
63,21,46,67
64,198,25,223
65,57,36,93
66,71,65,136
67,33,45,78
68,52,52,104
69,183,76,259
70,129,69,198
71,106,69,175
72,41,67,108
73,48,51,99
74,2,2,4
75,3,1,4
76,20,20,40
77,46,70,116
78,5,21,26
79,214,53,267
80,8,48,56
81,50,41,91
82,128,80,208
83,108,32,140
84,4,12,16
85,13,34,47
86,88,31,119
87,79,28,107
88,99,75,174
89,181,43,224
90,30,46,76
91,69,49,118
92,50,31,81
93,64,25,89
94,39,67,106
95,123,61,184
96,183,57,240
97,129,79,208
98,262,38,300
99,80,56,136
100,311,84,395
101,25,29,54
102,17,23,40
103,0,8,8
104,0,3,3
105,9,51,60
106,16,38,54
107,17,16,33
108,15,36,51
109,54,46,100
110,5,20,25
111,124,110,234
112,3,13,16
113,5,2,7
114,41,4,45
115,6,4,10
116,71,32,103
117,193,109,302
118,108,132,240
119,2,1,3
120,6,40,46
121,182,171,353
122,11,74,85
123,40,55,95
124,114,34,148
125,101,97,198
126,50,26,76
127,288,52,340
128,26,24,50
129,68,31,99
130,5,15,20
131,50,27,77
132,145,55,200
133,93,45,138
134,129,29,158
135,141,61,202
136,68,17,85
137,94,47,141
138,3,9,12
139,7,30,37
140,21,28,49
141,34,27,61
142,12,29,41
143,115,63,178
144,131,64,195
145,9,43,52
146,2,6,8
147,78,67,145
148,30,56,86
149,7,11,18
150,79,47,126
151,149,111,260
152,41,22,63
153,127,70,197
154,70,60,130
155,27,50,77
156,84,31,115
157,62,37,99
158,4,46,50
159,27,54,81
160,26,23,49
161,85,88,173
162,34,47,81
163,39,33,72
164,62,54,116
165,43,12,55
166,42,9,51
167,14,43,57
168,200,64,264
169,88,9,97
170,83,21,104
171,40,16,56
172,234,61,295
173,208,58,266
174,285,59,344
175,102,54,156
176,165,61,226
177,76,40,116
178,89,13,102
179,133,49,182
180,135,44,179
181,314,108,422
182,129,48,177
183,168,55,223
184,47,46,93
185,152,41,193
186,136,70,206
187,140,36,176
188,80,53,133
189,37,11,48
190,81,17,98
191,176,42,218
192,81,17,98
193,91,35,126
194,141,48,189
195,175,64,239
196,139,58,197
197,148,44,192
198,82,22,104
199,106,24,130
200,106,59,165
201,38,33,71
202,150,74,224
203,106,41,147
204,182,95,277
205,79,34,113
206,20,18,38
207,33,21,54
208,109,47,156
209,102,47,149
210,193,78,271
211,123,47,170
212,45,27,72
213,77,26,103
214,39,48,87
215,100,67,167
216,159,59,218
217,37,58,95
218,62,64,126
219,38,51,89
220,23,30,53
221,41,16,57
222,171,123,294
223,92,18,110
224,22,12,34
225,25,65,90
226,52,80,132
227,59,69,128
228,120,74,194
229,40,94,134
230,75,84,159
231,22,92,114
232,26,52,78
233,48,54,102
234,142,76,218
235,46,131,177
236,22,16,38
237,197,112,309
238,141,66,207
239,64,58,122
240,40,86,126
241,51,41,92
242,72,22,94
243,22,86,108
244,16,24,40
245,72,121,193
246,71,26,97
247,1,3,4
248,88,43,131
249,42,61,103
250,87,72,159
251,27,7,34
252,37,88,125
253,10,11,21
254,11,40,51
255,65,75,140
256,8,6,14
257,164,87,251
258,273,129,402
259,35,98,133
260,26,75,101
261,6,28,34
262,37,18,55
263,2,14,16
264,18,66,84
265,117,52,169
266,7,20,27
267,1,2,3
268,138,65,203
269,177,75,252
270,69,44,113
271,78,100,178
272,128,26,154
273,93,92,185
274,79,73,152
275,166,51,217
276,145,90,235
277,26,26,52
278,21,25,46
279,9,12,21
280,28,45,73
281,36,77,113
282,122,70,192
283,97,55,152
284,64,97,161
285,116,19,135
286,238,150,388
287,36,25,61
288,204,187,391
289,76,134,210
290,27,49,76
291,48,53,101
292,54,38,92
293,92,37,129
294,159,235,394
295,26,34,60
296,3,3,6
297,29,10,39
298,98,54,152
299,20,38,58
300,212,140,352
