1,3,2,5
2,7,1,8
3,1,5,6
4,4,1,5
5,4,1,5
6,14,4,18
7,15,7,22
8,4,1,5
9,2,3,5
10,7,2,9
11,7,2,9
13,7,14,21
14,4,2,6
15,1,10,11
16,6,4,10
17,3,2,5
19,12,11,23
20,3,3,6
21,4,19,23
22,2,3,5
23,12,10,22
24,1,3,4
26,7,7,14
28,1,4,5
29,2,9,11
30,6,3,9
32,0,7,7
33,4,5,9
34,0,5,5
35,0,8,8
37,3,18,21
38,4,1,5
39,3,2,5
40,1,4,5
41,2,7,9
42,4,1,5
43,20,2,22
44,4,3,7
45,5,3,8
46,1,12,13
47,2,7,9
48,8,15,23
49,17,7,24
51,0,5,5
52,5,3,8
53,13,1,14
55,6,5,11
56,8,7,15
57,2,5,7
60,8,1,9
61,0,5,5
62,1,7,8
63,2,4,6
64,2,5,7
65,2,5,7
66,3,9,12
67,5,6,11
68,6,14,20
69,9,12,21
70,5,10,15
71,7,2,9
72,1,4,5
73,10,5,15
74,6,2,8
75,11,8,19
76,4,7,11
77,7,1,8
78,2,15,17
80,1,4,5
81,1,4,5
82,0,5,5
83,15,2,17
84,12,3,15
85,3,18,21
86,8,7,15
87,8,9,17
88,5,2,7
89,1,3,4
90,4,4,8
92,1,9,10
93,9,6,15
94,0,9,9
96,4,11,15
97,3,10,13
98,14,3,17
99,4,19,23
100,9,7,16
101,4,5,9
103,19,4,23
104,1,16,17
105,20,3,23
106,17,2,19
107,1,12,13
108,0,5,5
111,2,8,10
113,4,1,5
114,1,9,10
115,5,3,8
117,2,5,7
118,18,2,20
119,1,10,11
120,15,6,21
121,9,5,14
122,6,5,11
123,17,2,19
124,5,6,11
125,4,1,5
126,2,7,9
127,1,10,11
128,19,3,22
130,9,8,17
131,9,12,21
132,3,3,6
134,1,9,10
135,1,21,22
136,8,10,18
137,12,7,19
138,6,3,9
139,2,10,12
140,8,6,14
141,15,4,19
142,10,5,15
143,3,20,23
144,2,20,22
145,6,4,10
148,3,2,5
149,9,2,11
150,7,2,9
151,3,3,6
153,9,7,16
155,4,1,5
157,16,3,19
158,4,13,17
159,7,8,15
160,1,15,16
162,2,5,7
163,2,3,5
164,9,2,11
165,7,10,17
166,11,11,22
167,16,2,18
168,4,4,8
169,4,7,11
170,15,2,17
171,2,3,5
172,1,4,5
173,7,2,9
174,5,3,8
175,3,7,10
178,0,5,5
179,3,10,13
180,3,6,9
181,13,11,24
182,10,8,18
183,2,13,15
184,4,1,5
185,8,1,9
186,7,6,13
188,6,7,13
189,7,10,17
190,4,1,5
193,12,5,17
194,2,3,5
195,9,2,11
196,11,13,24
197,4,1,5
198,5,7,12
199,1,22,23
201,5,7,12
202,1,4,5
204,0,5,5
206,1,4,5
207,5,5,10
208,7,3,10
209,0,9,9
210,6,5,11
211,5,4,9
212,19,5,24
213,11,5,16
214,17,2,19
215,7,4,11
216,17,2,19
217,8,9,17
218,4,4,8
219,1,4,5
220,1,16,17
221,4,7,11
222,2,4,6
223,2,3,5
224,9,7,16
225,3,16,19
226,5,2,7
227,2,6,8
228,0,9,9
229,6,16,22
230,9,3,12
231,3,13,16
232,4,4,8
233,5,7,12
234,6,2,8
235,3,4,7
236,19,4,23
237,0,5,5
238,0,10,10
239,8,2,10
240,6,3,9
244,1,11,12
245,2,7,9
246,5,16,21
247,0,5,5
248,1,17,18
249,4,15,19
250,2,7,9
251,9,13,22
252,10,7,17
253,2,3,5
254,10,5,15
255,9,4,13
256,4,8,12
257,7,9,16
259,3,3,6
260,0,9,9
261,1,5,6
262,1,5,6
263,6,13,19
266,10,6,16
267,5,3,8
268,4,1,5
269,8,12,20
271,7,8,15
272,7,3,10
273,10,7,17
274,7,11,18
275,4,4,8
277,8,11,19
278,8,1,9
280,8,9,17
281,6,8,14
282,3,14,17
283,6,6,12
284,4,1,5
285,0,4,4
286,6,12,18
287,4,1,5
289,4,1,5
290,2,16,18
291,18,6,24
292,6,1,7
293,0,5,5
294,4,1,5
295,10,5,15
296,4,9,13
297,5,18,23
298,3,5,8
299,5,4,9
300,7,2,9
301,16,2,18
302,0,5,5
304,20,4,24
305,1,6,7
306,14,6,20
307,4,1,5
308,11,4,15
309,18,6,24
310,6,9,15
311,3,2,5
314,18,3,21
315,3,2,5
316,6,11,17
317,15,4,19
318,3,2,5
321,1,9,10
322,3,10,13
323,3,6,9
324,1,23,24
326,1,4,5
327,1,18,19
328,4,3,7
