1,17,6,23
2,14,15,29
3,54,36,90
4,0,1,1
5,3,1,4
6,0,1,1
7,15,8,23
8,4,7,11
9,15,10,25
11,2,2,4
12,1,0,1
13,0,1,1
14,2,1,3
15,3,0,3
16,3,4,7
17,1,1,2
18,15,23,38
19,1,4,5
20,12,9,21
21,3,7,10
22,1,1,2
23,1,1,2
24,0,3,3
25,3,2,5
26,7,3,10
30,0,1,1
31,0,1,1
32,3,6,9
33,5,10,15
34,3,7,10
35,4,10,14
36,29,43,72
37,11,19,30
38,4,6,10
39,187,113,300
40,1,5,6
41,3,9,12
42,1,2,3
43,57,56,113
44,2,5,7
45,9,12,21
47,1,1,2
48,20,6,26
49,5,18,23
50,1,0,1
51,1,5,6
52,0,1,1
54,0,1,1
55,1,1,2
56,1,3,4
57,0,2,2
58,48,43,91
59,36,67,103
60,15,8,23
61,1,0,1
63,0,2,2
65,3,1,4
66,1,2,3
67,2,3,5
68,2,1,3
69,2,1,3
70,2,3,5
71,2,0,2
72,3,4,7
73,2,0,2
74,3,3,6
76,4,5,9
77,23,32,55
78,5,14,19
79,2,4,6
80,0,3,3
81,8,11,19
82,5,6,11
83,0,2,2
84,25,22,47
85,0,3,3
86,0,1,1
87,38,18,56
88,1,1,2
89,1,0,1
90,9,10,19
92,0,2,2
93,0,2,2
94,3,2,5
95,0,3,3
96,6,4,10
97,0,1,1
98,1,5,6
99,3,5,8
100,0,2,2
102,0,2,2
103,1,1,2
104,1,2,3
105,1,0,1
106,1,2,3
107,0,1,1
108,2,1,3
109,0,3,3
110,40,32,72
111,5,22,27
112,5,9,14
113,1,4,5
114,4,20,24
115,2,0,2
116,4,2,6
117,5,26,31
118,1,1,2
120,2,1,3
121,12,6,18
122,0,1,1
123,20,52,72
124,1,1,2
125,1,2,3
126,2,1,3
127,1,1,2
128,1,1,2
131,0,1,1
132,0,1,1
133,0,1,1
135,1,2,3
136,0,2,2
137,29,15,44
138,18,33,51
139,34,14,48
140,3,1,4
141,2,6,8
143,8,16,24
144,14,10,24
145,2,5,7
146,21,15,36
147,11,11,22
148,9,18,27
149,7,10,17
150,68,118,186
151,27,51,78
152,67,62,129
153,24,33,57
154,62,127,189
155,42,107,149
156,4,22,26
157,80,107,187
